document_filename,experiment_type,knowledge_base_identifier,retrieval_type,llm_model,system_prompt_name,question_id,response_id,factuality,abstention
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_37_20250505173514,"No, you wi",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_38_20250505173515,Once your,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_39_20250505173518,If you pre,tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_40_20250505173518,You can ap,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_41_20250505173520,You can ap,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_42_20250505173520,To cancel,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_43_20250505173521,Passport a,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_44_20250505173522,To report,tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_45_20250505173451,If you hav,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_46_20250505173452,"Yes, you n",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_47_20250505173453,The contex,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_48_20250505173455,No citatio,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_49_20250505173456,The contex,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_50_20250505173458,"No, there",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_51_20250505173458,"No, upon i",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_52_20250505173457,Unfortunat,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_53_20250505173458,If you are,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_54_20250505173459,"No, there",NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_55_20250505173500,"Yes, you c",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_56_20250505173503,"No, the re",tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_57_20250505173503,"Yes, any c",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_58_20250505173504,"No, addres",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_59_20250505173505,"Yes, you c",tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_60_20250505173507,There is n,tier_1,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_61_20250505173507,No citatio,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_62_20250505173509,For newbor,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_63_20250505173511,Transit tr,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_64_20250505173511,LTVP holde,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_65_20250505173513,No citatio,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_66_20250505173514,Travelers,tier_1,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_67_20250505173516,You can ch,tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_68_20250505173516,The reject,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_69_20250505173518,"No, you ca",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_70_20250505173520,The proces,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_71_20250505173522,"No, there",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_72_20250505173451,If you mis,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_73_20250505173451,You should,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_74_20250505173453,You can co,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_75_20250505173455,"Typically,",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_76_20250505173456,No relevan,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_77_20250505173456,"Yes, you c",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_78_20250505173458,Unfortunat,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_79_20250505173457,No relevan,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_80_20250505173458,"Yes, Depen",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_81_20250505173500,"Yes, trave",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_82_20250505173501,"No, your P",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_83_20250505173502,If you nee,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_84_20250505173502,"Yes, you c",tier_1,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_85_20250505173504,If a trave,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_86_20250505173505,"Yes, you a",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_87_20250505173506,You can ch,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_88_20250505173507,No relevan,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_89_20250505173509,"Yes, you n",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_90_20250505173509,Please vis,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_91_20250505173511,The averag,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_92_20250505173513,A visa is,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_93_20250505173514,After your,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_94_20250505173515,No specifi,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_95_20250505173516,You can re,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_96_20250505173518,Travellers,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_97_20250505173520,To change,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_98_20250505173520,Travellers,tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_99_20250505173522,It is nece,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_100_20250505173452,"Yes, trave",tier_1,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_101_20250505173453,"Yes, your",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_102_20250505173452,You can re,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_103_20250505173455,"No, ICA ha",tier_1,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_104_20250505173455,"Yes, trave",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_105_20250505173457,Unavailabi,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_106_20250505173457,You can co,tier_1,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_107_20250505173458,The proces,tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_108_20250505173458,You can ch,tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_109_20250505173459,"Yes, you c",tier_2,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_110_20250505173459,No citatio,NA,yes
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_111_20250505173500,To maintai,tier_1,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_112_20250505173501,"Yes, you c",tier_3,no
factuality_ICA_134_removal_LONG_IN_CONTEXT_basic_gpt-4o-2024-11-20_output.json,removal,ICA_134,LONG_IN_CONTEXT,gpt-4o-2024-11-20,basic_llm_prompt,ICA_134_113_20250505173502,There is n,NA,yes
